no_spm;sum(jumlah_debet)
00012/FPK/SPM-LSNK/DES/2017;8225000
00012/FPP/SPM-GUP/OKT/2017;280860940
00012/FPP/SPM-LSK/NOV/2017;48690000
00012/FPP/SPM-LSNK/NOV/2017;138000000
00012/FPS/SPM-LSNK/NOV/2017;240000000
00012/FSM/SPM-GUP/MEI/2017;294373354
00012/FSM/SPM-LS PGW/NOV/2017;395074750
00012/FSM/SPM-LSK/OKT/2017;24700000
00012/FSM/SPM-LSNK/OKT/2017;21600000
00012/FTE/SPM-GUP/JUN/2017;223572546
00012/FTE/SPM-LS PGW/APR/2017;13350000
00012/FTE/SPM-LSK/OKT/2017;25967500
00012/FTE/SPM-LSNK/AGU/2017;20000000
00012/LPM/SPM-GUP/NOV/2017;295890000
00012/LPM/SPM-LSK/OKT/2017;194200000
00012/MWA/SPM-GUP/JUL/2017;130873000
00012/PTN/SPM-GUP/NOV/2017;132565046
00012/PTN/SPM-LS PGW/APR/2017;114644600
00012/PTN/SPM-LSK/SEP/2017;211536171
00012/PTN/SPM-LSNK/AGU/2017;31118160
00012/RSN/SPM-GUP/JUL/2017;689432562
00012/RSN/SPM-LS PGW/APR/2017;110317844
00012/RSN/SPM-LSK/OKT/2017;74000000
00012/RSN/SPM-LSNK/OKT/2017;73154600
00012/SPS/SPM-GUP/AGU/2017;59520736
00012/SPS/SPM-LS PGW/DES/2017;192568000
00012/SVO/SPM-GUP/OKT/2017;359212408
00012/SVO/SPM-LS PGW/APR/2017;4806000
00012/SVO/SPM-LSK/OKT/2017;49648500
00012/SVO/SPM-LSNK/DES/2017;64125000
00012/W11/SPM-LSK/OKT/2017;77500000
00012/W11/SPM-LSNK/OKT/2017;9465000
00012/W12/SPM-LSK/DES/2017;70400000
00012/W12/SPM-LSNK/OKT/2017;9940000
00012/W21/SPM-GUP/OKT/2017;10492400
00012/W21/SPM-LSNK/DES/2017;29872000
00012/W23/SPM-GUP/JUN/2017;267310800
00012/W23/SPM-LS PGW/FEB/2017;1880984161
00012/W23/SPM-LSK/AGU/2017;162254400
00012/W23/SPM-LSNK/AGU/2017;6545000
00012/W24/SPM-GUP/OKT/2017;4009000
00012/W32/SPM-GUP/NOV/2017;26469000
00012/W32/SPM-LSNK/OKT/2017;6944000
00012/W34/SPM-GUP/JUL/2017;40300000
00012/W34/SPM-LSNK/NOV/2017;6000000
00012/W44/SPM-GUP/OKT/2017;104369522
00012/W44/SPM-LSNK/OKT/2017;11206000
00013/BPS/SPM-GUP/NOV/2017;31120000
00013/BPS/SPM-LSNK/DES/2017;29117935
00013/FEB/SPM-GUP/NOV/2017;699999700
00013/FEB/SPM-LS PGW/OKT/2017;1328000
00013/FEB/SPM-LSK/OKT/2017;43860000
00013/FHU/SPM-GUP/MEI/2017;499539196
00013/FHU/SPM-LS PGW/JUN/2017;21251040
00013/FHU/SPM-LSNK/DES/2017;300000
00013/FIB/SPM-GUP/MEI/2017;20936800
00013/FIB/SPM-LSK/NOV/2017;25000000
00013/FIB/SPM-LSNK/DES/2017;7738925
00013/FIS/SPM-GUP/SEP/2017;298939604
00013/FIS/SPM-LS PGW/JUN/2017;6408000
00013/FIS/SPM-LSK/OKT/2017;50954750
00013/FIS/SPM-LSNK/NOV/2017;11960880
00013/FKE/SPM-LS PGW/JUN/2017;8544000
00013/FKE/SPM-LSK/OKT/2017;89331000
00013/FKE/SPM-LSNK/OKT/2017;29666000
00013/FKM/SPM-LS PGW/JUN/2017;37546014
00013/FKM/SPM-LSNK/DES/2017;8906995
00013/FPK/SPM-GUP/JUN/2017;187732920
00013/FPK/SPM-LS PGW/JUN/2017;3204000
00013/FPK/SPM-LSK/DES/2017;60216000
00013/FPK/SPM-LSNK/DES/2017;20707000
00013/FPP/SPM-GUP/NOV/2017;253370262
00013/FPP/SPM-LSK/DES/2017;98000000
00013/FPP/SPM-LSNK/NOV/2017;16500000
00013/FPS/SPM-GUP/JUN/2017;154467040
00013/FPS/SPM-LSNK/NOV/2017;29000000
00013/FSM/SPM-GUP/JUN/2017;296270448
00013/FSM/SPM-LS PGW/DES/2017;1184602250
00013/FSM/SPM-LSK/OKT/2017;53980000
00013/FSM/SPM-LSNK/OKT/2017;14100000
00013/FTE/SPM-GUP/JUL/2017;343046406
00013/FTE/SPM-LS PGW/MEI/2017;110281966
00013/FTE/SPM-LSK/OKT/2017;24951500
00013/FTE/SPM-LSNK/AGU/2017;56000000
00013/LPM/SPM-GUP/DES/2017;296828568
00013/LPM/SPM-LSK/OKT/2017;124320000
00013/MWA/SPM-GUP/JUL/2017;25193000
00013/PTN/SPM-GUP/NOV/2017;120401348
00013/PTN/SPM-LS PGW/APR/2017;154402840
00013/PTN/SPM-LSK/SEP/2017;122883340
00013/PTN/SPM-LSNK/AGU/2017;14577500
00013/RSN/SPM-GUP/AGU/2017;595988302
00013/RSN/SPM-LS PGW/MEI/2017;29752323
00013/RSN/SPM-LSK/OKT/2017;121427057
00013/SPS/SPM-GUP/SEP/2017;90489266
00013/SPS/SPM-LS PGW/DES/2017;311988875
00013/SVO/SPM-LS PGW/MEI/2017;4806000
00013/SVO/SPM-LSK/OKT/2017;55771400
00013/SVO/SPM-LSNK/DES/2017;9365000
00013/W11/SPM-LSK/OKT/2017;55690000
00013/W11/SPM-LSNK/OKT/2017;21086000
00013/W12/SPM-LSK/DES/2017;118350000
00013/W12/SPM-LSNK/OKT/2017;11700000
00013/W21/SPM-GUP/OKT/2017;19505420
00013/W23/SPM-GUP/JUN/2017;451667340
00013/W23/SPM-LS PGW/FEB/2017;1212191778
00013/W23/SPM-LSK/AGU/2017;324508800
00013/W23/SPM-LSNK/AGU/2017;12500000
00013/W24/SPM-GUP/NOV/2017;29760000
00013/W32/SPM-GUP/DES/2017;100000000
00013/W32/SPM-LSNK/OKT/2017;860000
00013/W34/SPM-GUP/AGU/2017;22538600
00013/W34/SPM-LSNK/NOV/2017;3000000
00013/W44/SPM-GUP/OKT/2017;52400000
00013/W44/SPM-LSNK/OKT/2017;24500000
00014/BPS/SPM-GUP/NOV/2017;102464660
00014/BPS/SPM-LSNK/DES/2017;9907961
00014/FEB/SPM-LSK/OKT/2017;37125000
00014/FHU/SPM-GUP/JUN/2017;490625790
00014/FHU/SPM-LS PGW/JUN/2017;95913420
00014/FHU/SPM-LSK/OKT/2017;27000000
00014/FHU/SPM-LSNK/DES/2017;10596780
00014/FIB/SPM-LS PGW/JUN/2017;8544000
00014/FIB/SPM-LSK/NOV/2017;39296950
00014/FIB/SPM-LSNK/DES/2017;7405000
00014/FIS/SPM-GUP/OKT/2017;297581008
00014/FIS/SPM-LS PGW/JUN/2017;42632853
00014/FIS/SPM-LSK/NOV/2017;26664000
00014/FIS/SPM-LSNK/DES/2017;16000000
00014/FKE/SPM-LS PGW/JUN/2017;137422511
00014/FKE/SPM-LSK/OKT/2017;89331000
00014/FKE/SPM-LSNK/OKT/2017;48359000
00014/FKM/SPM-GUP/JUL/2017;382738432
00014/FKM/SPM-LS PGW/JUN/2017;2136000
00014/FKM/SPM-LSNK/DES/2017;36000000
00014/FPK/SPM-LS PGW/JUN/2017;35507515
00014/FPK/SPM-LSNK/DES/2017;30608600
00014/FPP/SPM-GUP/NOV/2017;290889650
00014/FPP/SPM-LSK/DES/2017;180910000
00014/FPS/SPM-LSNK/NOV/2017;10000000
00014/FSM/SPM-GUP/JUL/2017;247268430
00014/FSM/SPM-LSK/OKT/2017;27940000
00014/FSM/SPM-LSNK/OKT/2017;13800000
00014/FTE/SPM-GUP/JUL/2017;225915670
00014/FTE/SPM-LS PGW/MEI/2017;13350000
00014/FTE/SPM-LSK/OKT/2017;33194000
00014/LMP/SPM-GUP/AGU/2017;299858700
00014/LPM/SPM-LSK/OKT/2017;60700000
00014/MWA/SPM-GUP/AGU/2017;19320000
00014/PTN/SPM-GUP/NOV/2017;57337140
00014/PTN/SPM-LS PGW/APR/2017;52615960
00014/PTN/SPM-LSK/SEP/2017;122883340
00014/PTN/SPM-LSNK/AGU/2017;14407578
00014/RSN/SPM-GUP/AGU/2017;531011508
00014/RSN/SPM-LS PGW/MEI/2017;13176000
00014/RSN/SPM-LSK/OKT/2017;81312454
00014/RSN/SPM-LSNK/OKT/2017;45102250
00014/SPS/SPM-GUP/SEP/2017;60407136
00014/SVO/SPM-GUP/OKT/2017;352635578
00014/SVO/SPM-LS PGW/MEI/2017;13270500
00014/SVO/SPM-LSK/OKT/2017;40844000
00014/SVO/SPM-LSNK/DES/2017;74338000
00014/W11/SPM-LSK/OKT/2017;167100000
00014/W11/SPM-LSNK/OKT/2017;37000000
00014/W12/SPM-LSNK/OKT/2017;32400000
00014/W21/SPM-GUP/NOV/2017;37459000
00014/W23/SPM-GUP/JUN/2017;163980000
00014/W23/SPM-LS PGW/FEB/2017;256304165
00014/W23/SPM-LSK/AGU/2017;37410120
00014/W23/SPM-LSNK/AGU/2017;5625000
00014/W24/SPM-GUP/DES/2017;20060000
00014/W32/SPM-LSNK/OKT/2017;860000
00014/W34/SPM-GUP/AGU/2017;16251600
00014/W34/SPM-LSNK/NOV/2017;8960000
00014/W44/SPM-GUP/OKT/2017;15578200
00014/W44/SPM-LSNK/OKT/2017;74500000
00015/BPS/SPM-LSNK/DES/2017;16025000
00015/FEB/SPM-GUP/DES/2017;640823302
00015/FEB/SPM-LS PGW/NOV/2017;1631684750
00015/FEB/SPM-LSK/OKT/2017;126000000
00015/FHU/SPM-LS PGW/JUN/2017;4272000
00015/FIB/SPM-LS PGW/JUN/2017;46433560
00015/FIB/SPM-LSK/NOV/2017;49760000
00015/FIS/SPM-GUP/NOV/2017;296373144
00015/FIS/SPM-LS PGW/JUN/2017;88198110
00015/FIS/SPM-LSK/NOV/2017;59191000
00015/FIS/SPM-LSNK/DES/2017;27975500
00015/FKE/SPM-GUP/OKT/2017;599858336
00015/FKE/SPM-LS PGW/JUN/2017;42629390
00015/FKE/SPM-LSK/NOV/2017;59937000
00015/FKE/SPM-LSNK/OKT/2017;21600000
00015/FKM/SPM-LS PGW/JUN/2017;25923596
00015/FKM/SPM-LSNK/DES/2017;49500000
00015/FPK/SPM-GUP/AGU/2017;198617878
00015/FPK/SPM-LSK/DES/2017;57874000
00015/FPK/SPM-LSNK/DES/2017;15526500
00015/FPP/SPM-GUP/DES/2017;150000000
00015/FPP/SPM-LSNK/NOV/2017;7967409
00015/FPS/SPM-LSNK/NOV/2017;5665000
00015/FSM/SPM-GUP/AGU/2017;287593118
00015/FSM/SPM-LSK/OKT/2017;78920000
00015/FSM/SPM-LSNK/OKT/2017;19200000
00015/FTE/SPM-GUP/SEP/2017;294730542
00015/FTE/SPM-LS PGW/JUN/2017;154402840
00015/FTE/SPM-LSK/OKT/2017;33157500
00015/FTE/SPM-LSNK/AGU/2017;61000000
00015/LPM/SPM-GUP/DES/2017;299589030
00015/LPM/SPM-LSK/NOV/2017;69700000
00015/MWA/SPM-GUP/AGU/2017;23880000
00015/PTN/SPM-GUP/NOV/2017;97343006
00015/PTN/SPM-LS PGW/APR/2017;18640980
00015/PTN/SPM-LSNK/AGU/2017;6508727
00015/RSN/SPM-GUP/SEP/2017;516833404
00015/RSN/SPM-LS PGW/MEI/2017;110317844
00015/RSN/SPM-LSK/OKT/2017;88850097
00015/RSN/SPM-LSNK/OKT/2017;22364575
00015/SPS/SPM-GUP/OKT/2017;120099764
00015/SVO/SPM-LS PGW/JUN/2017;24034730
00015/SVO/SPM-LSK/OKT/2017;81601300
00015/SVO/SPM-LSNK/DES/2017;20372225
00015/W11/SPM-LSK/NOV/2017;105000000
00015/W11/SPM-LSNK/OKT/2017;43670000
00015/W12/SPM-LSNK/OKT/2017;49500000
00015/W21/SPM-GUP/NOV/2017;89629700
00015/W23/SPM-GUP/JUN/2017;279999194
00015/W23/SPM-LS PGW/FEB/2017;26296000
00015/W23/SPM-LSK/AGU/2017;11440000
00015/W23/SPM-LSNK/AGU/2017;5700000
00015/W24/SPM-GUP/DES/2017;40000000
00015/W32/SPM-LSNK/OKT/2017;740000
00015/W34/SPM-GUP/SEP/2017;29575900
00015/W34/SPM-LSNK/NOV/2017;42300000
00015/W44/SPM-GUP/NOV/2017;142140000
00015/W44/SPM-LSNK/OKT/2017;151500000
00016/BPS/SPM-GUP/DES/2017;174601484
00016/FEB/SPM-GUP/DES/2017;350000000
00016/FEB/SPM-LS PGW/DES/2017;2759025250
00016/FEB/SPM-LSK/OKT/2017;199555000
00016/FHU/SPM-GUP/JUN/2017;498850464
00016/FHU/SPM-LS PGW/JUN/2017;61112255
00016/FHU/SPM-LSK/OKT/2017;31475000
00016/FIB/SPM-GUP/JUN/2017;464145830
00016/FIB/SPM-LS PGW/JUN/2017;42502080
00016/FIB/SPM-LSK/NOV/2017;376110700
00016/FIB/SPM-LSNK/DES/2017;47000000
00016/FIS/SPM-GUP/NOV/2017;295421220
00016/FIS/SPM-LS PGW/NOV/2017;990326750
00016/FIS/SPM-LSK/DES/2017;50800750
00016/FIS/SPM-LSNK/DES/2017;35460000
00016/FKE/SPM-LS PGW/JUN/2017;186904860
00016/FKE/SPM-LSNK/OKT/2017;38400000
00016/FKM/SPM-LS PGW/JUL/2017;3984000
00016/FKM/SPM-LSNK/DES/2017;49500000
00016/FPK/SPM-GUP/AGU/2017;169020500
00016/FPK/SPM-LS PGW/JUN/2017;42304815
00016/FPK/SPM-LSK/DES/2017;50784250
00016/FPK/SPM-LSNK/DES/2017;264000000
00016/FPP/SPM-LSNK/NOV/2017;44620950
00016/FPS/SPM-GUP/JUL/2017;144696940
00016/FPS/SPM-LSNK/DES/2017;3000000
00016/FSM/SPM-GUP/SEP/2017;253300828
00016/FSM/SPM-LSK/OKT/2017;50055000
00016/FSM/SPM-LSNK/OKT/2017;10800000
00016/FTE/SPM-GUP/OKT/2017;145616834
00016/FTE/SPM-LS PGW/JUN/2017;66409500
00016/FTE/SPM-LSK/OKT/2017;31162000
00016/FTE/SPM-LSNK/AGU/2017;100000000
00016/LMP/SPM-GUP/SEP/2017;299958200
00016/MWA/SPM-GUP/SEP/2017;124946400
00016/PTN/SPM-GUP/DES/2017;34253150
00016/PTN/SPM-LS PGW/APR/2017;24034730
00016/PTN/SPM-LSNK/AGU/2017;954365
00016/RSN/SPM-GUP/OKT/2017;651054960
00016/RSN/SPM-LS PGW/JUN/2017;29752323
00016/RSN/SPM-LSK/OKT/2017;86450000
00016/RSN/SPM-LSNK/OKT/2017;418179050
00016/SPS/SPM-GUP/OKT/2017;80287294
00016/SVO/SPM-GUP/NOV/2017;399970400
00016/SVO/SPM-LS PGW/JUN/2017;18640980
00016/SVO/SPM-LSK/OKT/2017;17150000
00016/SVO/SPM-LSNK/DES/2017;43696300
00016/W11/SPM-LSK/NOV/2017;51265000
00016/W11/SPM-LSNK/OKT/2017;23100000
00016/W12/SPM-LSNK/OKT/2017;19967500
00016/W21/SPM-GUP/DES/2017;100000000
00016/W23/SPM-GUP/JUL/2017;300761000
00016/W23/SPM-LS PGW/FEB/2017;202115790
00016/W23/SPM-LSNK/AGU/2017;7600000
00016/W32/SPM-LSNK/OKT/2017;740000
00016/W34/SPM-GUP/SEP/2017;24724200
00016/W34/SPM-LSNK/DES/2017;14680000
00016/W44/SPM-GUP/DES/2017;44628000
00016/W44/SPM-LSNK/OKT/2017;22950000
00017/BPS/SPM-GUP/DES/2017;81090922
00017/FEB/SPM-LSK/OKT/2017;47737900
00017/FHU/SPM-LS PGW/JUN/2017;58144590
00017/FIB/SPM-GUP/JUN/2017;88154800
00017/FIB/SPM-LS PGW/JUL/2017;35894756
00017/FIB/SPM-LSK/NOV/2017;19795300
00017/FIB/SPM-LSNK/DES/2017;7405000
00017/FIS/SPM-GUP/DES/2017;150000000
00017/FIS/SPM-LSK/DES/2017;26664000
00017/FIS/SPM-LSNK/DES/2017;14850000
00017/FKE/SPM-LSK/NOV/2017;52680000
00017/FKE/SPM-LSNK/OKT/2017;46800000
00017/FKM/SPM-LS PGW/JUL/2017;6432000
00017/FPK/SPM-LS PGW/NOV/2017;127071000
00017/FPK/SPM-LSK/DES/2017;102052500
00017/FPK/SPM-LSNK/DES/2017;36525000
00017/FPP/SPM-LSNK/NOV/2017;18200000
00017/FPS/SPM-GUP/AGU/2017;157839618
00017/FPS/SPM-LSNK/DES/2017;7350000
00017/FSM/SPM-GUP/OKT/2017;273882096
00017/FSM/SPM-LSK/OKT/2017;58995000
00017/FSM/SPM-LSNK/OKT/2017;24999550
00017/FTE/SPM-LS PGW/JUN/2017;109601473
00017/FTE/SPM-LSK/OKT/2017;24922500
00017/FTE/SPM-LSNK/AGU/2017;140000000
00017/LPM/SPM-GUP/DES/2017;150000000
00017/LPM/SPM-LSK/NOV/2017;1078250000
00017/MWA/SPM-GUP/OKT/2017;37580000
00017/PTN/SPM-GUP/DES/2017;24180000
00017/PTN/SPM-LS PGW/APR/2017;55582380
00017/PTN/SPM-LSK/SEP/2017;2785750000
00017/PTN/SPM-LSNK/AGU/2017;600881
00017/RSN/SPM-GUP/OKT/2017;552236158
00017/RSN/SPM-LS PGW/JUN/2017;13176000
00017/RSN/SPM-LSK/OKT/2017;149623403
00017/RSN/SPM-LSNK/OKT/2017;267765201
00017/SPS/SPM-GUP/NOV/2017;82574800
00017/SVO/SPM-GUP/NOV/2017;399087308
00017/SVO/SPM-LS PGW/JUN/2017;4806000
00017/SVO/SPM-LSK/OKT/2017;49648500
00017/SVO/SPM-LSNK/DES/2017;83812000
00017/W11/SPM-LSK/NOV/2017;105415000
00017/W11/SPM-LSNK/OKT/2017;38280000
00017/W12/SPM-LSNK/OKT/2017;24180000
00017/W23/SPM-GUP/JUL/2017;100341400
00017/W23/SPM-LS PGW/FEB/2017;112567100
00017/W23/SPM-LSK/SEP/2017;422775000
00017/W23/SPM-LSNK/AGU/2017;145635600
00017/W32/SPM-LSNK/OKT/2017;2981600
00017/W34/SPM-GUP/OKT/2017;76676486
00017/W34/SPM-LSNK/DES/2017;20000000
00017/W44/SPM-GUP/DES/2017;110000000
00017/W44/SPM-LSNK/NOV/2017;24500000
00018/BPS/SPM-GUP/DES/2017;200000000
00018/FEB/SPM-LSK/OKT/2017;157725810
00018/FHU/SPM-GUP/JUN/2017;63470200
00018/FHU/SPM-LSK/OKT/2017;34793800
00018/FIB/SPM-GUP/JUL/2017;389293200
00018/FIB/SPM-LS PGW/JUL/2017;8544000
00018/FIB/SPM-LSK/NOV/2017;19998000
00018/FIB/SPM-LSNK/DES/2017;21240000
00018/FIS/SPM-LS PGW/DES/2017;1129326500
00018/FIS/SPM-LSK/DES/2017;112164000
00018/FIS/SPM-LSNK/DES/2017;169950000
00018/FKE/SPM-GUP/OKT/2017;599600084
00018/FKE/SPM-LSK/NOV/2017;72490000
00018/FKE/SPM-LSNK/OKT/2017;35050000
00018/FKM/SPM-GUP/AGU/2017;283542188
00018/FPK/SPM-GUP/AGU/2017;194132308
00018/FPK/SPM-LS PGW/DES/2017;329760350
00018/FPK/SPM-LSK/DES/2017;27104000
00018/FPK/SPM-LSNK/DES/2017;8138700
00018/FPP/SPM-LSNK/NOV/2017;26096000
00018/FPS/SPM-GUP/OKT/2017;111771270
00018/FPS/SPM-LSNK/DES/2017;8400000
00018/FSM/SPM-LSK/OKT/2017;118250000
00018/FSM/SPM-LSNK/NOV/2017;21672000
00018/FTE/SPM-GUP/NOV/2017;346977686
00018/FTE/SPM-LS PGW/JUN/2017;13350000
00018/FTE/SPM-LSK/OKT/2017;198475200
00018/FTE/SPM-LSNK/AGU/2017;96000000
00018/LMP/SPM-GUP/OKT/2017;153798758
00018/LPM/SPM-LSK/NOV/2017;56550000
00018/MWA/SPM-GUP/OKT/2017;81400000
00018/PTN/SPM-GUP/DES/2017;189500688
00018/PTN/SPM-LS PGW/APR/2017;54144240
00018/PTN/SPM-LSK/SEP/2017;126000000
00018/PTN/SPM-LSNK/AGU/2017;3526963
00018/RSN/SPM-GUP/NOV/2017;726881090
00018/RSN/SPM-LS PGW/JUN/2017;110317844
00018/RSN/SPM-LSK/OKT/2017;111443200
00018/RSN/SPM-LSNK/OKT/2017;74626550
00018/SVO/SPM-GUP/DES/2017;200000000
00018/SVO/SPM-LS PGW/JUN/2017;13295646
00018/SVO/SPM-LSK/OKT/2017;28474000
00018/SVO/SPM-LSNK/DES/2017;11166000
00018/W11/SPM-LSK/NOV/2017;127500000
00018/W11/SPM-LSNK/OKT/2017;22440000
00018/W12/SPM-LSNK/OKT/2017;29520000
00018/W23/SPM-GUP/JUL/2017;366900696
00018/W23/SPM-LS PGW/FEB/2017;66261399
00018/W23/SPM-LSK/SEP/2017;716396240
00018/W23/SPM-LSNK/AGU/2017;54312501
00018/W32/SPM-LSNK/OKT/2017;2981600
00018/W34/SPM-GUP/OKT/2017;55488312
00018/W34/SPM-LSNK/DES/2017;45000000
00018/W44/SPM-LSNK/NOV/2017;74500000
00019/FEB/SPM-LSK/OKT/2017;7101600
00019/FHU/SPM-GUP/JUL/2017;499925074
00019/FHU/SPM-LSK/OKT/2017;34793800
00019/FIB/SPM-GUP/JUL/2017;384572906
00019/FIB/SPM-LSK/DES/2017;9714700
00019/FIB/SPM-LSNK/DES/2017;8676150
00019/FIS/SPM-LSK/DES/2017;81170000
00019/FIS/SPM-LSNK/DES/2017;14700000
00019/FKE/SPM-GUP/NOV/2017;599624762
00019/FKE/SPM-LS PGW/JUN/2017;105162400
00019/FKE/SPM-LSK/NOV/2017;62455000
00019/FKE/SPM-LSNK/OKT/2017;43655450
00019/FKM/SPM-LS PGW/DES/2017;53885750
00019/FKM/SPM-LSNK/DES/2017;20750000
00019/FPK/SPM-GUP/SEP/2017;143076128
00019/FPK/SPM-LSK/DES/2017;91800000
00019/FPK/SPM-LSNK/DES/2017;55500000
00019/FPP/SPM-LSNK/NOV/2017;16165000
00019/FPS/SPM-GUP/OKT/2017;109077420
00019/FPS/SPM-LSNK/DES/2017;1050000
00019/FSM/SPM-GUP/NOV/2017;289360600
00019/FSM/SPM-LSNK/NOV/2017;7200000
00019/FTE/SPM-LSK/OKT/2017;34498500
00019/FTE/SPM-LSNK/AGU/2017;387000000
00019/LPM/SPM-LSK/NOV/2017;38175000
00019/MWA/SPM-GUP/NOV/2017;76920000
00019/PTN/SPM-GUP/DES/2017;57286200
00019/PTN/SPM-LS PGW/APR/2017;66017700
00019/PTN/SPM-LSK/SEP/2017;5362143600
00019/PTN/SPM-LSNK/AGU/2017;15300290
00019/RSN/SPM-GUP/NOV/2017;417047778
00019/RSN/SPM-LS PGW/JUN/2017;29752323
00019/RSN/SPM-LSK/OKT/2017;94677000
00019/RSN/SPM-LSNK/OKT/2017;1867500
00019/SPS/SPM-GUP/NOV/2017;198904566
00019/SVO/SPM-LSK/OKT/2017;27270000
00019/W11/SPM-LSK/NOV/2017;194000000
00019/W11/SPM-LSNK/OKT/2017;6121500
00019/W12/SPM-LSNK/OKT/2017;16674550
00019/W23/SPM-LS PGW/FEB/2017;1123844765
00019/W23/SPM-LSK/SEP/2017;208500000
00019/W23/SPM-LSNK/AGU/2017;9995000
00019/W32/SPM-LSNK/OKT/2017;29377100
00019/W34/SPM-GUP/OKT/2017;63120000
00019/W34/SPM-LSNK/DES/2017;20200000
00019/W44/SPM-LSNK/NOV/2017;22950000
00020/FEB/SPM-LSK/OKT/2017;50546100
00020/FHU/SPM-LSK/OKT/2017;11100000
00020/FIB/SPM-GUP/AGU/2017;24954000
00020/FIB/SPM-LSK/DES/2017;511300
00020/FIS/SPM-LSK/DES/2017;77143000
00020/FIS/SPM-LSNK/DES/2017;12975000
00020/FKE/SPM-GUP/NOV/2017;599818568
00020/FKE/SPM-LS PGW/JUL/2017;1868350
00020/FKE/SPM-LSK/NOV/2017;85300000
00020/FKE/SPM-LSNK/OKT/2017;27637500
00020/FKM/SPM-LS PGW/DES/2017;42148000
00020/FPK/SPM-GUP/SEP/2017;199625910
00020/FPK/SPM-LSK/DES/2017;57635000
00020/FPK/SPM-LSNK/DES/2017;17308068
00020/FPP/SPM-LSNK/NOV/2017;2700000
00020/FPS/SPM-LSNK/DES/2017;900000
00020/FSM/SPM-GUP/NOV/2017;262067932
00020/FSM/SPM-LSK/OKT/2017;82433000
00020/FSM/SPM-LSNK/NOV/2017;9200000
00020/FTE/SPM-GUP/DES/2017;272523892
00020/FTE/SPM-LS PGW/JUN/2017;166714800
00020/FTE/SPM-LSK/OKT/2017;49097750
00020/FTE/SPM-LSNK/AGU/2017;37500000
00020/LMP/SPM-GUP/NOV/2017;282280000
00020/LPM/SPM-LSK/DES/2017;139000000
00020/MWA/SPM-GUP/DES/2017;200364720
00020/PTN/SPM-GUP/DES/2017;100000000
00020/PTN/SPM-LS PGW/APR/2017;13281900
00020/PTN/SPM-LSK/SEP/2017;64000000
00020/PTN/SPM-LSNK/AGU/2017;47018400
00020/RSN/SPM-GUP/DES/2017;584518294
00020/RSN/SPM-LS PGW/JUN/2017;13176000
00020/RSN/SPM-LSK/OKT/2017;73000000
00020/RSN/SPM-LSNK/OKT/2017;60114150
00020/SPS/SPM-GUP/NOV/2017;115625898
00020/SVO/SPM-LS PGW/JUN/2017;66592470
00020/SVO/SPM-LSK/OKT/2017;49648500
00020/W11/SPM-LSK/DES/2017;139920000
00020/W11/SPM-LSNK/OKT/2017;7562500
00020/W12/SPM-LSNK/OKT/2017;7592000
00020/W23/SPM-GUP/AGU/2017;534683780
00020/W23/SPM-LS PGW/FEB/2017;22811766
00020/W23/SPM-LSK/SEP/2017;464400000
00020/W23/SPM-LSNK/AGU/2017;25650000
00020/W32/SPM-LSNK/OKT/2017;3639000
00020/W34/SPM-GUP/NOV/2017;32883206
00020/W34/SPM-LSNK/DES/2017;25000000
00020/W44/SPM-LSNK/NOV/2017;151500000
00021/FEB/SPM-LSK/NOV/2017;9843822
00021/FHU/SPM-GUP/JUL/2017;499581202
00021/FHU/SPM-LSK/OKT/2017;96255000
00021/FIB/SPM-LS PGW/NOV/2017;301974750
00021/FIB/SPM-LSK/DES/2017;969329680
00021/FIS/SPM-LSK/DES/2017;50800750
00021/FIS/SPM-LSNK/DES/2017;19740000
00021/FKE/SPM-LS PGW/DES/2017;706295789
00021/FKE/SPM-LSK/NOV/2017;89331000
00021/FKE/SPM-LSNK/OKT/2017;25974500
00021/FKM/SPM-GUP/SEP/2017;232458718
00021/FKM/SPM-LSNK/DES/2017;148500000
00021/FPK/SPM-GUP/OKT/2017;191761000
00021/FPK/SPM-LSK/DES/2017;93894000
00021/FPP/SPM-LSNK/DES/2017;34762500
00021/FPS/SPM-GUP/NOV/2017;194290780
00021/FSM/SPM-GUP/DES/2017;150000000
00021/FSM/SPM-LSK/NOV/2017;65945000
00021/FSM/SPM-LSNK/NOV/2017;20060105
00021/FTE/SPM-GUP/DES/2017;227516552
00021/FTE/SPM-LS PGW/NOV/2017;2208900550
00021/FTE/SPM-LSK/OKT/2017;30984000
00021/FTE/SPM-LSNK/AGU/2017;20000000
00021/LPM/SPM-LSK/DES/2017;39800000
00021/MWA/SPM-GUP/DES/2017;209195912
00021/PTN/SPM-LS PGW/APR/2017;10625520
00021/PTN/SPM-LSK/OKT/2017;70713500
00021/PTN/SPM-LSNK/AGU/2017;14195500
00021/RSN/SPM-GUP/DES/2017;712639578
00021/RSN/SPM-LS PGW/JUN/2017;110317844
00021/RSN/SPM-LSK/OKT/2017;191000000
00021/RSN/SPM-LSNK/OKT/2017;10064000
00021/SPS/SPM-GUP/DES/2017;100000000
00021/SVO/SPM-LS PGW/NOV/2017;394622000
00021/SVO/SPM-LSK/NOV/2017;197560000
00021/W11/SPM-LSK/DES/2017;193614000
00021/W11/SPM-LSNK/OKT/2017;16236000
00021/W12/SPM-LSNK/OKT/2017;48750000
00021/W23/SPM-GUP/AGU/2017;295499812
00021/W23/SPM-LS PGW/FEB/2017;691138966
